Name,Release_Year,Description,Minimum_Players,Maximum_Players,Minimum_Time,Maximum_Time,Age_Rating,Complexity_Score,BGG_Rating,Game_Categories,Game_Mechanics,BGG_Rank,Complexity_Category
MicroMacro: Crime City - Full House,2021,Find the small traces to solve the big cases.,1,4,15,45,10,1.2,7.68,"['deduction', 'murder-mystery']","['cooperative-game', 'deduction', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'storytelling', 'team-based-game']",515,Light
Dawn of the Zeds (Third Edition),2016,Defend Farmingdale against the zombie horde.,1,5,90,120,14,3.8,8.16,"['horror', 'wargame', 'zombies']","['action-points', 'campaign-battle-card-driven', 'cooperative-game', 'dice-rolling', 'move-through-deck', 'point-to-point-movement', 'ratio-combat-results-table', 'solo-solitaire-game']",516,Medium
Lancaster,2011,Position your knights to gain influence and power to strengthen and grow your kingdom,2,5,40,80,10,3.0,7.39,['medieval'],"['area-majority-influence', 'auction-bidding', 'voting', 'worker-placement', 'worker-placement-different-worker-types']",517,Medium
Glen More,2010,Clan chiefs compete for glory and profit in the Scottish Highlands.,2,5,40,80,13,2.7,7.3,"['city-building', 'economic', 'farming']","['commodity-speculation', 'dice-rolling', 'set-collection', 'tile-placement', 'track-movement', 'turn-order-time-track']",518,Medium
Pipeline,2019,"Run a refinery and compete against other players to purchase, refine, and sell oil.",2,4,60,120,12,3.9,7.58,"['economic', 'industry-manufacturing']","['action-drafting', 'commodity-speculation', 'contracts', 'end-game-bonuses', 'market', 'network-and-route-building', 'tile-placement', 'turn-order-claim-action']",519,Medium
A Few Acres of Snow,2011,Colonize and fight for domination in the 17th-18th Century French and Indian Wars.,2,2,60,90,14,3.0,7.37,"['age-of-reason', 'american-indian-wars', 'card-game', 'territory-building', 'wargame']","['area-majority-influence', 'card-play-conflict-resolution', 'deck-bag-and-pool-building', 'delayed-purchase', 'hand-management', 'open-drafting', 'point-to-point-movement', 'simulation']",520,Medium
Quadropolis,2016,Send out your architects. Plan carefully as you build a bustling metropolis.,2,4,30,60,8,2.2,7.22,"['city-building', 'environmental']","['end-game-bonuses', 'open-drafting', 'pattern-building', 'set-collection', 'square-grid', 'tile-placement', 'worker-placement', 'worker-placement-different-worker-types']",521,Medium
No Thanks!,2004,"Take a card, pay to say no thanks or take what you must to score the least.",3,7,5,40,8,1.1,7.08,['card-game'],"['auction-bidding', 'closed-economy-auction', 'push-your-luck', 'set-collection']",522,Light
Colt Express,2014,This is a train robbery! Will you leave with the loot or a bunch of bullet holes?,2,6,20,60,10,1.8,7.09,"['american-west', 'fighting', 'trains']","['action-queue', 'hand-management', 'memory', 'programmed-movement', 'take-that', 'turn-order-progressive', 'variable-player-powers']",523,Light
High Society,1995,Enhance your status via ostentatious expenditure but avoid scandal and shame.,3,5,15,30,10,1.5,7.18,['card-game'],"['auction-bidding', 'auction-turn-order-until-pass', 'constrained-bidding', 'hand-management', 'highest-lowest-scoring']",524,Light
Citadels,2016,Thief? King? Warlord? Draft the best temporary roles in this kingdom building game.,2,8,30,60,10,2.1,7.25,"['bluffing', 'card-game', 'city-building', 'medieval']","['action-drafting', 'closed-drafting', 'income', 'lose-a-turn', 'set-collection', 'take-that', 'turn-order-role-order', 'variable-player-powers', 'variable-set-up']",525,Medium
Imperial Settlers: Empires of the North,2019,Lead one of 6 asymmetric factions to build an empire and conquer new islands.,1,4,45,90,10,2.8,7.41,"['ancient', 'card-game', 'city-building', 'civilization', 'exploration', 'nautical']","['hand-management', 'take-that', 'variable-player-powers', 'worker-placement']",526,Medium
Unmatched: Little Red Riding Hood vs. Beowulf,2020,She survived the Big Bad Wolf. Can Little Red defeat Beowulf?,2,2,5,40,9,2.0,8.11,"['card-game', 'fantasy', 'fighting', 'mythology', 'novel-based']","['action-points', 'campaign-battle-card-driven', 'card-play-conflict-resolution', 'hand-management', 'line-of-sight', 'point-to-point-movement', 'variable-player-powers']",527,Light
Bohnanza,1997,"Farm beans, harvest crops and trade your way to fortune in this card game classic.",2,7,25,65,12,1.7,7.07,"['card-game', 'farming', 'negotiation']","['hand-management', 'multi-use-cards', 'negotiation', 'set-collection', 'trading']",528,Light
Zombie Kidz Evolution,2018,Save the school from a cartoonish zombie horde. Unlock fun new content as you play!,2,4,5,35,7,1.4,7.6,"['childrens-game', 'fighting', 'horror', 'zombies']","['area-movement', 'cooperative-game', 'dice-rolling', 'legacy-game', 'variable-player-powers']",529,Light
Hadara,2019,Employ citizens with a variety of skills to make your civilization thrive.,2,5,45,60,10,2.2,7.39,"['city-building', 'civilization']","['end-game-bonuses', 'memory', 'open-drafting', 'set-collection', 'simultaneous-action-selection']",530,Medium
Trekking Through History,2022,Time travel to some of the greatest moments in human history.,2,4,30,60,10,1.7,7.58,['adventure'],"['open-drafting', 'set-collection', 'turn-order-time-track']",531,Light
Black Rose Wars,2019,Cast spells and combat other mages to become ruler of a mysterious lodge.,2,4,70,110,14,3.5,7.94,"['bluffing', 'fantasy', 'miniatures', 'renaissance']","['action-queue', 'area-majority-influence', 'area-movement', 'campaign-battle-card-driven', 'deck-bag-and-pool-building', 'hand-management', 'modular-board', 'variable-player-powers']",532,Medium
Undaunted: North Africa,2020,Lead a team of desert commandos in a WWII multi-scenario deck builder with vehicles.,2,2,45,60,14,2.3,7.79,"['wargame', 'world-war-ii']","['command-cards', 'deck-bag-and-pool-building', 'dice-rolling', 'hexagon-grid', 'modular-board', 'open-drafting', 'simulation']",533,Medium
Fire in the Lake,2014,"Play as the USA, VC, ARVN, or NVA to control Vietnam in COIN:Volume IV.",1,4,160,200,14,4.1,8.06,"['civil-war', 'modern-warfare', 'political', 'vietnam-war', 'wargame']","['area-majority-influence', 'dice-rolling', 'simulation', 'solo-solitaire-game', 'variable-phase-order', 'variable-player-powers']",534,Heavy
"Unmatched: Battle of Legends, Volume Two",2021,"More heroes, more sidekicks, more legends, more fights!",2,4,20,40,9,2.1,8.26,"['card-game', 'fantasy', 'fighting', 'horror', 'mythology', 'novel-based']","['action-points', 'campaign-battle-card-driven', 'card-play-conflict-resolution', 'hand-management', 'line-of-sight', 'point-to-point-movement', 'team-based-game', 'variable-player-powers']",535,Medium
Fantastic Factories,2019,Build factories! Train your workers! Manufacture as many goods as possible!,1,5,45,60,14,2.2,7.42,"['card-game', 'dice', 'industry-manufacturing']","['dice-rolling', 'hand-management', 'multi-use-cards', 'open-drafting', 'push-your-luck', 're-rolling-and-locking', 'set-collection', 'simultaneous-action-selection', 'solo-solitaire-game', 'tags', 'worker-placement-with-dice-workers']",536,Medium
Legacy of Yu,2023,"Build the canals, repel the barbarians, and rise to fame as Yu the Great!",1,1,40,80,12,2.9,8.15,"['ancient', 'city-building']","['chaining', 'hand-management', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'worker-placement']",537,Medium
Point Salad,2019,Collect groupings of fruits and vegetables with loads of ways to score points!,2,6,15,30,10,1.2,7.13,['card-game'],"['open-drafting', 'set-collection']",538,Light
Feed the Kraken,2022,"Social deduction - Loyal sailors, ruthless pirates, crazy cultists and... The Kraken!",5,11,45,90,12,2.1,7.83,"['card-game', 'deduction', 'fantasy', 'miniatures', 'nautical', 'party-game', 'pirates']","['acting', 'betting-and-bluffing', 'grid-movement', 'hidden-roles', 'role-playing', 'roles-with-asymmetric-information', 'team-based-game', 'traitor-game', 'variable-player-powers', 'voting']",539,Medium
Stuffed Fables,2018,"Live the story of a child's stuffed toys, saving her from monsters under the bed.",2,4,60,90,7,2.5,7.44,"['adventure', 'animals', 'fantasy', 'miniatures']","['cooperative-game', 'dice-rolling', 'role-playing', 'roll-spin-and-move', 'scenario-mission-campaign-game', 'square-grid', 'storytelling', 'variable-player-powers']",540,Medium
Mystic Vale,2016,Restore growth and harmony to the cursed Valley of Life through card crafting.,2,4,25,65,14,2.3,7.25,"['card-game', 'fantasy']","['deck-bag-and-pool-building', 'layering', 'push-your-luck']",541,Medium
For Northwood! A Solo Trick-Taking Game,2021,Woodland rulers engage in debate in this tactical solo trick-taking game.,1,1,15,30,12,1.8,7.87,"['animals', 'card-game', 'fantasy', 'print-and-play']","['hand-management', 'predictive-bid', 'solo-solitaire-game', 'trick-taking']",542,Light
Citadels,2000,"Bishop, warlord, thief, king: change roles, build your city and hinder your rivals.",2,8,20,60,10,2.0,7.06,"['bluffing', 'card-game', 'city-building', 'deduction', 'fantasy', 'medieval']","['action-drafting', 'closed-drafting', 'income', 'lose-a-turn', 'set-collection', 'take-that', 'turn-order-role-order', 'variable-player-powers']",543,Light
Massive Darkness 2: Hellscape,2022,"To stop the Darkness, you'll have to descend to a place light has never touched.",1,6,40,80,14,2.7,8.04,"['adventure', 'exploration', 'fantasy', 'fighting', 'miniatures']","['action-points', 'cooperative-game', 'dice-rolling', 'modular-board', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'variable-player-powers']",544,Medium
Canvas,2021,Artistically layer your paintings to create a masterpiece and win the Best in Show!,1,5,10,50,10,1.7,7.23,"['abstract-strategy', 'card-game', 'puzzle']","['contracts', 'hand-management', 'increase-value-of-unchosen-resources', 'layering', 'open-drafting', 'set-collection', 'solo-solitaire-game']",545,Light
Amun-Re,2003,"As Pharaoh buy land, trade and build pyramids to your greatness in this Knizia gem!",3,5,70,110,12,3.0,7.29,"['ancient', 'economic']","['area-majority-influence', 'auction-bidding', 'auction-fixed-placement', 'constrained-bidding', 'score-and-reset-game']",546,Medium
Shadows over Camelot,2005,Loyal knights unite to save Camelot while a traitor secretly plots their doom.,3,7,60,90,10,2.6,7.1,"['adventure', 'bluffing', 'deduction', 'fantasy', 'medieval', 'mythology']","['communication-limits', 'cooperative-game', 'dice-rolling', 'hand-management', 'player-elimination', 'semi-cooperative-game', 'set-collection', 'team-based-game', 'traitor-game', 'variable-player-powers']",547,Medium
Amerigo,2013,"Discover islands, build settlements, and uncover goods and treasure.",2,4,70,110,10,3.0,7.44,"['nautical', 'renaissance']","['action-points', 'cube-tower', 'grid-movement', 'modular-board', 'tile-placement']",548,Medium
Friday,2011,Only Friday can help Robinson Crusoe survive the hazards of this deserted island.,1,1,5,45,13,2.2,7.11,"['adventure', 'card-game', 'fighting', 'novel-based', 'pirates', 'print-and-play']","['deck-bag-and-pool-building', 'hand-management', 'push-your-luck', 'solo-solitaire-game']",549,Medium
BattleLore,2006,"Battle through a Hundred Years War with magic, Goblins, and more.",2,2,40,80,10,2.8,7.35,"['fantasy', 'medieval', 'miniatures', 'wargame']","['area-majority-influence', 'campaign-battle-card-driven', 'command-cards', 'dice-rolling', 'grid-movement', 'hand-management', 'hexagon-grid', 'modular-board', 'variable-player-powers']",550,Medium
Lords of Vegas,2010,"Build, expand, and take over casinos to get big profits and big points.",2,4,60,90,12,2.3,7.35,"['city-building', 'dice', 'economic', 'negotiation']","['area-majority-influence', 'catch-the-leader', 'dice-rolling', 'negotiation', 'random-production', 'tile-placement', 'trading']",551,Medium
Dune: War for Arrakis,2024,Fight for control of Arrakis and its precious Spice.,1,4,100,140,14,3.6,8.53,"['dice', 'miniatures', 'movies-tv-radio-theme', 'novel-based', 'science-fiction', 'wargame']","['area-majority-influence', 'area-movement', 'dice-rolling', 'die-icon-resolution', 'events', 'simulation', 'solo-solitaire-game', 'team-based-game']",552,Medium
Hanabi,2010,Give hints to create sets of fireworks and try to avoid a pyrotechnical disaster.,2,5,5,45,8,1.7,7.04,"['card-game', 'deduction', 'memory']","['communication-limits', 'cooperative-game', 'hand-management', 'memory', 'ordering', 'set-collection']",553,Light
Exit: The Game - Dead Man on the Orient Express,2017,Classic murder mystery meets escape room in this full steam ahead puzzle game.,1,4,60,120,12,2.7,7.55,"['deduction', 'murder-mystery', 'puzzle', 'real-time']","['cooperative-game', 'deduction']",554,Medium
Betrayal Legacy,2018,Experience the stories locals have told for generations about that spooky old house.,3,5,45,90,12,2.9,7.68,"['adventure', 'exploration', 'horror', 'miniatures']","['cooperative-game', 'dice-rolling', 'grid-movement', 'legacy-game', 'line-of-sight', 'map-addition', 'modular-board', 'player-elimination', 'role-playing', 'roles-with-asymmetric-information', 'scenario-mission-campaign-game', 'stat-check-resolution', 'storytelling', 'team-based-game', 'tile-placement', 'traitor-game', 'variable-player-powers']",555,Medium
Potion Explosion,2015,Collect and combine ingredients to mix potions and try to become Student of The Year.,2,4,30,45,8,1.8,7.12,"['fantasy', 'puzzle']","['pattern-recognition', 'set-collection', 'take-that', 'variable-set-up']",556,Light
Junk Art,2016,Travel the world and create balanced masterpieces from eccentric pieces.,2,6,10,50,8,1.2,7.36,"['action-dexterity', 'party-game']","['bingo', 'hand-management', 'i-cut-you-choose', 'score-and-reset-game', 'stacking-and-balancing']",557,Light
Pandemic: The Cure,2014,Roll dice to defeat four diseases threatening the world.,2,5,10,50,8,2.1,7.24,"['dice', 'environmental', 'medical']","['cooperative-game', 'dice-rolling', 'hand-management', 'point-to-point-movement', 'push-your-luck', 're-rolling-and-locking', 'set-collection', 'solo-solitaire-game', 'tags', 'variable-player-powers']",558,Medium
Forbidden Desert,2013,Race to find parts to an ancient flying machine before you succumb to sand or sun.,2,5,25,65,10,2.0,7.07,"['adventure', 'fantasy', 'science-fiction']","['action-points', 'bias', 'cooperative-game', 'grid-movement', 'hand-management', 'map-reduction', 'modular-board', 'pick-up-and-deliver', 'solo-solitaire-game', 'square-grid', 'tile-placement', 'variable-player-powers']",559,Light
Sheriff of Nottingham,2014,"Sell goods for profit, or risk losing it all by slipping contrabands in....",3,5,40,80,14,1.7,7.06,"['bluffing', 'card-game', 'humor', 'medieval', 'negotiation', 'novel-based', 'party-game']","['betting-and-bluffing', 'bribery', 'hand-management', 'negotiation', 'open-drafting', 'role-playing', 'set-collection']",560,Light
